PARID,owner
0015A00005000000,city
0015A00009000000,city
0015A00082000000,city
0016D00050000001,city
0016N00144000000,city
0016N00145000000,city
0016N00170000000,city
0015A00021000000,city
0015A00026000000,city
0015A00046000000,city
0015F00120000000,city
0016N00171000000,city
0016N00172000000,city
0015J00128000000,city
0015A00070000000,city
0016K00012000000,city
0016K00016000000,city
0016K00017000000,city
0016K00096000000,city
0016K00097000000,city
0016K00098000000,city
0006G00185000000,city
0015J00003000000,city
0015J00008000000,city
0015J00018000000,city
0006L00035000000,city
0015A00111000000,city
0015C00051000000,city
0006K00228000000,city
0006G00240000000,city
0006L00303000000,city
0006H00400000000,city
0006J00005000000,city
0006J00006000000,city
0006K00108000000,city
0016K00210000000,city
0006L00204000A00,city
0019L00097000000,city
0019G00262000000,city
0019G00268000000,city
0005G00238000000,city
0005G00241000000,city
0005G00242000000,city
0005G00245000000,city
0005G00252000000,city
0005G00254000000,city
0007N00076000000,city
0007N00078000000,city
0007N00079000000,city
0097M00147000000,city
0097M00149000000,city
0097M00150000000,city
0007N00089000000,city
0007N00090000000,city
0007N00092000000,city
0007N00094000000,city
0007N00096000000,city
0007N00097000000,city
0019B00283000000,city
0019C00280000000,city
0019C00298000000,city
0019C00307000000,city
0019C00309000000,city
0019C00312000000,city
0019C00313000000,city
0097M00151000000,city
0097M00152000000,city
0139A00050000000,city
0018C00163000000,city
0018C00165000000,city
0018C00168000000,city
0018C00169000000,city
0018C00171000000,city
0019E00214000000,city
0019F00005000000,city
0005H00004000000,city
0097S00060000000,city
0005G00151000000,city
0005G00159000000,city
0019G00366000000,city
0019L00048000000,city
0019L00092000000,city
0019G00227000000,city
0019G00229000000,city
0019G00231000000,city
0019G00233000000,city
0005G00161000000,city
0005G00168000000,city
0005G00170000000,city
0005G00208000000,city
0005G00211000000,city
0005G00217000000,city
0005G00219000000,city
0005G00227000000,city
0005G00229000000,city
0019P00035000000,city
0019P00054000000,city
0019K00004000000,city
0019K00006000000,city
0007N00018000001,city
0007N00056000000,city
0007N00063000000,city
0007N00064000000,city
0007N00070000000,city
0007N00071000000,city
0045P00215000000,city
0007N00073000000,city
0017L00085000000,city
0018C00123000000,city
0005G00289000000,city
0018C00148000000,city
0018C00153000000,city
0018C00154000000,city
0018C00156000000,city
0018C00157000000,city
0018C00159000000,city
0019L00027000000,city
0019L00030000000,city
0019L00031000000,city
0019L00035000000,city
0019L00037000000,city
0005G00296000000,city
0005G00297000000,city
0005G00299000000,city
0005P00102000000,city
0005G00115000000,city
0005G00119000000,city
0005G00124000000,city
0018H00295000000,city
0018H00298000000,city
0018H00318000000,city
0007N00128000000,city
0007N00132000000,city
0007N00135000000,city
0007N00141000000,city
0007N00142000000,city
0007N00157000000,city
0005G00128000000,city
0005G00129000000,city
0005G00144000000,city
0005G00146000000,city
0005G00147000001,city
0005G00150000000,city
0007J00022000000,city
0007J00024000000,city
0007J00028000000,city
0007J00030000000,city
0007J00036000000,city
0005G00257000000,city
0005G00265000000,city
0005G00269000000,city
0005G00270000000,city
0005G00280000000,city
0017H00001000000,city
0018C00090000000,city
0018C00093000000,city
0018C00095000000,city
0018C00100000000,city
0019G00282000000,city
0019G00284000000,city
0019G00304000000,city
0005G00282000000,city
0005G00285000000,city
0018C00113000000,city
0018H00254000000,city
0019K00100000000,city
0007N00099000000,city
0007N00101000000,city
0007N00103000000,city
0007N00106000000,city
0007N00107000000,city
0007N00110000000,city
0007N00113000000,city
0007N00116000000,city
0007N00119000000,city
0019C00316000000,city
0019C00320000000,city
0019C00323000000,city
0019C00347000000,city
0018H00276000000,city
0019B00181000000,city
0019N00301000000,city
0019F00007000000,city
0019F00013000000,city
0019F00015000000,city
0019F00018000000,city
0019F00022000000,city
0019F00031000000,city
0097S00065000000,city
0097S00066000000,city
0097S00067000000,city
0018G00097000000,city
0005F00052000000,city
0005F00160000000,city
0005L00007000000,city
0005L00010000000,city
0005L00015000000,city
0005L00016000000,city
0005L00022000000,city
0005L00028000000,city
0005L00035000000,city
0005L00037000000,city
0005L00040000000,city
0018H00124000000,city
0019B00096000000,city
0018H00204000000,city
0018H00208000000,city
0018H00212000000,city
0018H00226000000,city
0005L00042000000,city
0006A00020000000,city
0006A00021000000,city
0006A00024000000,city
0006A00027000000,city
0006A00088000000,city
0006A00097000000,city
0019C00166000000,city
0019D00200000000,city
0019D00202000000,city
0019D00205000000,city
0018H00243000000,city
0018H00244000000,city
0018H00245000000,city
0018H00249000000,city
0005L00129000000,city
0018D00225000000,city
0018D00227000000,city
0015C00026000000,city
0015F00160000000,city
0005G00012000000,city
0005G00025000000,city
0005G00026000000,city
0005G00027000000,city
0005G00032000000,city
0005G00043000000,city
0005G00049000000,city
0005G00056000000,city
0018H00148000000,city
0018H00193000000,city
0019H00197000000,city
0019H00198000000,city
0019H00199000000,city
0019H00201000000,city
0019H00202000000,city
0019H00207000000,city
0005L00066000000,city
0005L00074000000,city
0005L00076000000,city
0005L00090000000,city
0005L00117000000,city
0005L00119000000,city
0005L00121000000,city
0005L00125000000,city
0006A00144000000,city
0016J00014000000,city
0019G00189000000,city
0019G00191000000,city
0019G00195000000,city
0019G00206000000,city
0019H00284000000,city
0019H00340000002,city
0019J00048000000,city
0019D00148000000,city
0019D00150000000,city
0019D00152000000,city
0097L00142000000,city
0018G00057000000,city
0018H00127000000,city
0018H00131000002,city
0018H00133000002,city
0019M00144000000,city
0019M00146000000,city
0019M00151000000,city
0005G00001000000,city
0005G00004000000,city
0005G00006000000,city
0005G00007000000,city
0005G00008000000,city
0005G00010000000,city
0005G00011000000,city
0005L00043000000,city
0005L00045000000,city
0005L00047000000,city
0018H00135000000,city
0018H00137000000,city
0018H00139000000,city
0018H00141000000,city
0018H00143000000,city
0018H00146000000,city
0018H00147000000,city
0019H00185000000,city
0019H00188000000,city
0019H00194000000,city
0019H00196000000,city
0019H00196000A00,city
0019H00196000B00,city
0005L00048000000,city
0005L00049000000,city
0005L00051000000,city
0005L00057000000,city
0005L00058000000,city
0005L00059000000,city
0005L00064000000,city
0005L00065000000,city
0019M00115000000,city
0019G00131000000,city
0005G00107000000,city
0005G00111000000,city
0005G00112000000,city
0005G00113000000,city
0005L00180000000,city
0018D00248000000,city
0018D00252000000,city
0018D00257000000,city
0019G00173000000,city
0005L00207000001,city
0005M00050000000,city
0005C00291000000,city
0005E00010000000,city
0018D00265000000,city
0018D00272000000,city
0019M00142000000,city
0019M00143000000,city
0006P00200000001,city
0007J00004000000,city
0007J00010000000,city
0007J00012000000,city
0007J00014000000,city
0007J00015000000,city
0061K00001000000,city
0061K00050000000,city
0061N00210000000,city
0061J00080000000,city
0061J00082000000,city
0061F00002000000,city
0061J00140000000,city
0061J00150000000,city
0061J00152000000,city
0035P00007000000,city
0061N00124000000,city
0061N00126000000,city
0061N00130000000,city
0061N00132000000,city
0061N00134000000,city
0061N00136000000,city
0061B00037000000,city
0061B00043000000,city
0007N00214000000,city
0007N00217000000,city
0007N00228000000,city
0007N00238000000,city
0007N00241000000,city
0019D00077000000,city
0019F00110000000,city
0019F00111000000,city
0019F00113000000,city
0019H00104000000,city
0019H00114000000,city
0019H00116000000,city
0019H00118000000,city
0019H00128000000,city
0019H00129000000,city
0005R00150000000,city
0006A00002000000,city
0016C00100000000,city
0019C00001000000,city
0019C00009000000,city
0019C00011000000,city
0019C00026000000,city
0019C00032000000,city
0018D00093000000,city
0018D00097000000,city
0007N00166000000,city
0019D00036000000,city
0019D00046000000,city
0019D00047000000,city
0019D00048000000,city
0005A00054000000,city
0005B00130000001,city
0005B00148000000,city
0005B00149000000,city
0019H00091000000,city
0019H00096000000,city
0019H00097000000,city
0019H00100000000,city
0016A00238000000,city
0016A00252000000,city
0016B00001000000,city
0019G00054000000,city
0019H00151000000,city
0019H00155000000,city
0019D00001000000,city
0097M00189000000,city
0018D00077000000,city
0018D00088000000,city
0018D00089000000,city
0019F00052000000,city
0005A00004000000,city
0005H00065000000,city
0005H00068000000,city
0005H00069000000,city
0005H00070000000,city
0019B00029000000,city
0005H00072000000,city
0005J00014000000,city
0005J00016000000,city
0019B00047000000,city
0019C00069000000,city
0097L00073000000,city
0019L00160000000,city
0019L00225000000,city
0019L00228000000,city
0007N00243000000,city
0007N00253000000,city
0019F00143000000,city
0019G00002000000,city
0019G00007000000,city
0005C00151000000,city
0005C00153000000,city
0005C00236000000,city
0005C00239000000,city
0005C00240000000,city
0005C00241000000,city
0005C00245000000,city
0005C00248000000,city
0005C00287000000,city
0005C00288000000,city
0019H00133000000,city
0019H00135000000,city
0019H00138000000,city
0019H00139000000,city
0019H00145000000,city
0005L00006000000,city
0006A00003000000,city
0006A00004000000,city
0006A00006000000,city
0019H00147000000,city
0019M00079000000,city
0006A00014000000,city
0006A00016000000,city
0006A00017000000,city
0006A00018000000,city
0016C00105000000,city
0016C00110000000,city
0016C00115000000,city
0016C00150000000,city
0016D00001000000,city
0016D00003000000,city
0016D00008000000,city
0139B00022000000,city
0005H00056000000,city
0019B00008000000,city
0017R00120000000,city
0017R00180000000,city
0019D00050000000,city
0019D00052000000,city
0019D00058000000,city
0019D00060000000,city
0019D00063000000,city
0019D00064000000,city
0019D00065000000,city
0019D00068000000,city
0005B00155000000,city
0005B00199000000,city
0062C00158000000,city
0097F00048000000,city
0062A00146000000,city
0097H00007000000,city
0061C00100000000,city
0061C00115000000,city
0062F00018000000,city
0061C00010000000,city
0061C00018000000,city
0061C00024000000,city
0062D00043000000,city
0035S00154000000,city
0035S00155000000,city
0061G00024000000,city
0061G00027000000,city
0061G00033000000,city
0061G00085000000,city
0061F00097000000,city
0061F00098000000,city
0061F00099000000,city
0062G00142000000,city
0061F00250000000,city
0061F00116000000,city
0061F00122000000,city
0061G00009000000,city
0061G00013000000,city
0061G00023000000,city
0035P00155000000,city
0062A00053000000,city
0035P00243000000,city
0061F00196000000,city
0061F00199000000,city
0035P00221000000,city
0035P00230000000,city
0062D00251000000,city
0062G00155000000,city
0061N00280000000,city
0061F00145000000,city
0062G00168000000,city
0062C00071000000,city
0062P00097000000,city
0062R00110000000,city
0097B00242000000,city
0097B00262000000,city
0097A00043000000,city
0097A00046000000,city
0096P00082000000,city
0096P00089000000,city
0096P00091000001,city
0096P00095000000,city
0097B00155000000,city
0096B00238000000,city
0096B00248000000,city
0062P00276000000,city
0062N00060000000,city
0035C00011000000,city
0035C00012000000,city
0035A00162000000,city
0035B00008000000,city
0035B00009000000,city
0035B00010000000,city
0035B00011000000,city
0035B00012000000,city
0035B00013000000,city
0035K00134000000,city
0035F00224000000,city
0035A00124000000,city
0035A00140000000,city
0035A00144000000,city
0035A00147000000,city
0035A00148000000,city
0035A00152000000,city
0035A00154000000,city
0035A00157000000,city
0035A00160000000,city
0035K00117000000,city
0035E00153000000,city
0035B00046000000,city
0035B00047000000,city
0035B00057000000,city
0035B00058000000,city
0035B00060000000,city
0035G00194000000,city
0035E00080000000,city
0035E00120000000,city
0035E00126000000,city
0035E00127000000,city
0035E00128000000,city
0035E00129000000,city
0035E00145000000,city
0035E00146000000,city
0035E00147000000,city
0035E00150000000,city
0035E00151000000,city
0035M00203000000,city
0035K00089000000,city
0035E00114000000,city
0035E00115000000,city
0035E00116000000,city
0035E00119000000,city
0035N00206000000,city
0035N00239000000,city
0035N00243000000,city
0035N00245000000,city
0035E00033000000,city
0034A00100000000,city
0035E00035000000,city
0035E00036000000,city
0035E00037000000,city
0034A00102000000,city
0034A00149000000,city
0035G00096000000,city
0035G00100000000,city
0035K00053000000,city
0062M00247000000,city
0035K00055000000,city
0035K00058000000,city
0035K00060000000,city
0035K00061000000,city
0035K00062000000,city
0035K00063000000,city
0035K00064000000,city
0062S00115000000,city
0034A00040000000,city
0034A00044000000,city
0034E00300000000,city
0035K00022000000,city
0035K00033000000,city
0035K00035000000,city
0035K00036000000,city
0035K00038000000,city
0035K00040000000,city
0035K00041000000,city
0062M00228000000,city
0035K00044000000,city
0035A00098000000,city
0035A00099000000,city
0035A00120000000,city
0023K00023000002,city
0034E00145000001,city
0035A00083000000,city
0035A00084000000,city
0035A00085000000,city
0035A00089000000,city
0035A00095000000,city
0035A00096000000,city
0035A00097000000,city
0035G00121000000,city
0035F00113000000,city
0023K00332000A00,city
0024F00153000A00,city
0024F00158000000,city
0024F00159000000,city
0024F00159000A00,city
0024F00162000000,city
0024J00341000000,city
0035K00010000000,city
0008M00010000000,city
0023R00220000000,city
0023R00500000000,city
0008M00050000000,city
0024E00120000000,city
0024E00124000A00,city
0024E00133000000,city
0024F00137000000,city
0024F00147000000,city
0035G00053000000,city
0035G00306000000,city
0034E00062000000,city
0034E00064000000,city
0035J00145000000,city
0035A00058000000,city
0035A00059000000,city
0035A00062000000,city
0024F00130000000,city
0024F00135000000,city
0024F00135000100,city
0034E00018000000,city
0034E00044000000,city
0035E00030000000,city
0035A00017000000,city
0008M00110000000,city
0024J00302000000,city
0024J00302000A00,city
0024J00302000B00,city
0024J00302000C00,city
0035J00075000002,city
0035J00086000000,city
0034A00242000000,city
0034A00256000000,city
0016R00130000000,city
0035C00291000000,city
0034K00080000000,city
0034K00230000000,city
0035F00276000000,city
0034B00057000000,city
0034A00236000000,city
0034N00086000000,city
0034B00040000000,city
0034B00047000000,city
0035G00251000000,city
0035H00257000000,city
0034P00046000000,city
0035J00130000000,city
0035J00131000000,city
0035G00227000000,city
0034A00300000000,city
0035G00018000000,city
0016S00040000000,city
0016S00063000000,city
0035G00026000000,city
0034B00230000000,city
0024K00290000000,city
0024F00073000000,city
0024J00263000000,city
0024K00001000000,city
0009A00198000000,city
0024F00034000000,city
0024F00037000000,city
0024F00040000000,city
0009A00195000000,city
0024F00023000000,city
0024F00025000000,city
0024F00027000000,city
0024F00029000000,city
0024K00299000000,city
0024K00302000000,city
0024F00077000000,city
0024F00081000000,city
0009A00074000000,city
0009A00080000000,city
0009A00084000000,city
0008G00250000000,city
0008H00025000000,city
0008H00030000000,city
0024F00014000000,city
0024F00044000000,city
0024E00193000000,city
0024E00204000000,city
0024E00281000000,city
0024E00282000000,city
0024E00284000000,city
0024K00225000000,city
0024K00227000000,city
0023K00389000000,city
0024J00425000000,city
0022R00276000000,city
0008B00038000000,city
0008B00039000000,city
0008B00040000000,city
0008B00050000000,city
0008C00514000000,city
0008C00515000000,city
0008C00518000000,city
0009E00024000000,city
0009E00045000000,city
0009E00046000000,city
0009E00047000000,city
0009E00072000000,city
0009E00076000000,city
0008C00600000000,city
0008D00015000000,city
0008D00200000000,city
0024E00264000000,city
0024E00265000000,city
0024E00266000000,city
0022R00267000000,city
0024J00408000000,city
0024J00410000000,city
0008C00150000000,city
0009B00230000000,city
0009E00017000000,city
0024E00208000000,city
0024E00213000000,city
0024E00217000000,city
0024E00218000000,city
0008F00133000000,city
0008F00146000000,city
0024J00357000000,city
0024J00364000000,city
0022R00240000000,city
0024J00403000000,city
0008B00150000000,city
0008C00116000000,city
0008C00145000000,city
0008H00090000000,city
0008H00105000A00,city
0008H00110000000,city
0009E00150000000,city
0042N00320000000,city
0042S00207000000,city
0042S00223000000,city
0042N00197000000,city
0042P00301000000,city
0042M00055000000,city
0042M00056000000,city
0042N00266000000,city
0042L00296000000,city
0042L00301000000,city
0041A00126000000,city
0042H00180000000,city
0042H00182000000,city
0042H00184000000,city
0042H00187000000,city
0042M00228000000,city
0042M00229000000,city
0042L00063000000,city
0042S00200000000,city
0043S00088000000,city
0043S00089000000,city
0042M00269000000,city
0063B00135000000,city
0043R00172000000,city
0043R00177000000,city
0042G00184000000,city
0042H00145000000,city
0042R00004000000,city
0042J00186000000,city
0042S00182000000,city
0043S00026000000,city
0043S00029000000,city
0042L00045000000,city
0042G00248000000,city
0042C00169000000,city
0042E00046000000,city
0042E00049000000,city
0042G00155000000,city
0042G00163000000,city
0042C00213000000,city
0042H00127000000,city
0042M00070000000,city
0042H00137000000,city
0042G00075000000,city
0042S00088000000,city
0042E00032000000,city
0042E00038000000,city
0042G00135000000,city
0041A00006000000,city
0043R00138000000,city
0043R00139000000,city
0042G00150000000,city
0042G00151000000,city
0042G00154000000,city
0042H00114000000,city
0042H00115000000,city
0042H00118000000,city
0041D00078000000,city
0041A00047000000,city
0041A00063000000,city
0041A00068000000,city
0042L00020000000,city
0042C00037000000,city
0042D00229000000,city
0042D00230000000,city
0042D00231000000,city
0042D00233000000,city
0042D00234000000,city
0042D00237000000,city
0042D00246000000,city
0042G00037000000,city
0042G00039000000,city
0042G00055000000,city
0042G00057000000,city
0042P00196000000,city
0024F00085000000,city
0042J00024000000,city
0042J00026000000,city
0042P00208000000,city
0042S00067000000,city
0042S00068000000,city
0042S00344000000,city
0042D00336000000,city
0042D00340000000,city
0042D00343000000,city
0042D00366000000,city
0042E00001000000,city
0024F00087000000,city
0042K00123000000,city
0042K00130000000,city
0042K00131000000,city
0042G00113000000,city
0042G00118000000,city
0042H00081000000,city
0042H00082000000,city
0042H00083000000,city
0024K00031000000,city
0024K00063000000,city
0042K00136000000,city
0042H00084000000,city
0042H00085000000,city
0042H00086000000,city
0042H00101000000,city
0042M00177000000,city
0042M00182000000,city
0042P00159000000,city
0042D00318000000,city
0042D00319000000,city
0042D00323000000,city
0042D00325000000,city
0042S00332000000,city
0042S00342000000,city
0042G00106000000,city
0042G00112000000,city
0042H00077000000,city
0043R00148000000,city
0041D00160000000,city
0042K00161000000,city
0042K00162000000,city
0042K00163000000,city
0042K00175000000,city
0042C00050000000,city
0042C00058000000,city
0042C00061000000,city
0042C00067000000,city
0042S00321000000,city
0042N00143000000,city
0042P00210000000,city
0022L00208000C00,city
0071H00147000000,city
0007M00177000000,city
0022B00236000000,city
0022B00240000000,city
0022B00241000000,city
0022B00244000000,city
0022B00245000000,city
0022B00246000000,city
0071M00100000000,city
0071M00111000000,city
0071M00114000000,city
0071M00212000000,city
0022B00247000A00,city
0022E00304000000,city
0022E00311000000,city
0063D00242000000,city
0022F00254000000,city
0063H00076000000,city
0007L00031000000,city
0022B00213000000,city
0022B00216000000,city
0022B00219000000,city
0022B00225000000,city
0022E00290000000,city
0022E00291000A00,city
0022E00291000B00,city
0022L00202000000,city
0022L00204000000,city
0022L00207000000,city
0022P00084000000,city
0071H00104000000,city
0071H00121000000,city
0071H00124000000,city
0071H00127000000,city
0071H00131000000,city
0071H00134000000,city
0071H00138000000,city
0071H00141000000,city
0071H00144000000,city
0071M00056000000,city
0071S00325000000,city
0071S00350000000,city
0071S00355000000,city
0063D00100000000,city
0063D00104000000,city
0063D00170000000,city
0022K00336000000,city
0022L00193000000,city
0071C00076000000,city
0071C00090000000,city
0022E00280000A00,city
0022E00282000000,city
0063D00070000000,city
0071M00310000000,city
0071M00316000000,city
0071M00339000000,city
0071M00342000000,city
0071H00069000000,city
0022F00155000000,city
0022F00170000000,city
0007B00100000000,city
0071M00044000000,city
0071M00047000000,city
0071S00256000000,city
0071S00272000000,city
0071H00182000000,city
0022B00248000000,city
0022B00249000000,city
0071S00324000000,city
0022K00333000000,city
0022L00178000000,city
0022L00180000000,city
0071M00260000000,city
0071M00263000000,city
0071M00267000000,city
0071M00272000000,city
0071M00274000000,city
0071M00276000000,city
0071M00277000000,city
0022B00251000000,city
0022B00257000000,city
0022B00259000000,city
0007G00151000000,city
0007G00253000000,city
0071M00278000000,city
0071M00285000000,city
0007A00195000000,city
0022E00322000000,city
0022E00323000000,city
0022F00266000A00,city
0022E00266000000,city
0022E00269000000,city
0022E00273000000,city
0022E00274000000,city
0007M00110000900,city
0022F00142000000,city
0022F00146000000,city
0022F00146000A00,city
0022F00150000000,city
0042K00062000000,city
0042K00072000000,city
0041G00221000000,city
0041G00240000000,city
0041G00241000000,city
0041G00242000000,city
0041G00243000000,city
0041G00245000000,city
0041G00246000000,city
0042K00076000000,city
0042K00082000000,city
0042K00095000000,city
0042K00096000000,city
0042G00299000000,city
0042G00301000000,city
0042G00302000000,city
0042G00303000000,city
0042G00305000000,city
0042G00306000000,city
0042G00307000000,city
0041L00050000000,city
0042A00010000000,city
0042D00209000000,city
0042D00210000000,city
0041G00176000000,city
0042H00317000000,city
0042H00319000000,city
0042H00321000000,city
0042D00079000100,city
0041C00353000000,city
0041C00359000000,city
0042H00330000000,city
0042H00331000000,city
0042H00345000000,city
0042N00354000000,city
0041C00360000000,city
0041D00019000000,city
0041D00021000000,city
0041H00180000000,city
0041H00190000000,city
0042K00052000000,city
0042K00055000000,city
0042K00057000000,city
0042G00280000000,city
0042N00049000000,city
0042F00208000000,city
0042F00225000000,city
0042H00293000000,city
0042H00306000000,city
0042H00311000000,city
0042H00313000000,city
0042H00315000000,city
0042S00309000000,city
0042N00329000000,city
0042N00335000000,city
0041G00270000000,city
0041G00272000000,city
0042R00156000000,city
0042F00002000000,city
0042F00010000000,city
0042F00200000000,city
0042M00144000000,city
0042N00044000000,city
0041D00050000000,city
0041D00052000000,city
0042F00202000000,city
0042F00203000000,city
0042F00204000000,city
0042F00206000000,city
0042G00308000000,city
0042G00310000000,city
0042G00312000000,city
0042G00313000000,city
0042G00314000000,city
0042G00322000000,city
0042C00013000000,city
0042C00018000000,city
0042D00211000000,city
0042H00027000000,city
0042H00028000000,city
0019S00032000000,city
0019S00042000000,city
0019S00045000000,city
0019S00050000000,city
0022K00194000000,city
0019S00068000000,city
0019S00070000000,city
0019S00072000000,city
0019S00074000000,city
0020F00033000000,city
0020F00041000000,city
0020F00052000000,city
0022K00270000000,city
0070D00048000000,city
0070D00052000000,city
0070D00064000000,city
0022B00125000000,city
0022P00001000000,city
0022P00002000000,city
0020L00198000000,city
0020L00205000000,city
0022F00100000000,city
0022F00104000000,city
0007B00276000000,city
0070D00122000000,city
0022B00084000000,city
0022B00088000000,city
0022B00098000000,city
0071L00349000000,city
0071M00012000000,city
0022C00174000000,city
0022C00176000000,city
0022C00177000000,city
0022C00178000000,city
0022C00179000000,city
0022G00104000000,city
0022G00107000000,city
0022G00108000000,city
0007B00318000000,city
0007B00320000000,city
0007F00163000000,city
0007F00260000000,city
0071S00143000000,city
0022L00103000000,city
0022B00170000000,city
0022E00258000000,city
0022L00107000000,city
0071L00306000000,city
0022E00259000000,city
0022E00259000A00,city
0022F00125000000,city
0022B00067000000,city
0022B00069000000,city
0022B00070000000,city
0022B00075000000,city
0022B00079000000,city
0022B00080000000,city
0022C00114000000,city
0022C00115000000,city
0022C00116000000,city
0022C00117000000,city
0022C00168000000,city
0022C00169000000,city
0022F00066000000,city
0022F00069000000,city
0022F00070000000,city
0022F00072000000,city
0022F00073000000,city
0022F00076000000,city
0007F00107000000,city
0022K00284000000,city
0022K00285000000,city
0022F00077000000,city
0022G00093000000,city
0022G00094000000,city
0022G00095000000,city
0022G00096000000,city
0022G00097000000,city
0022G00099000000,city
0022G00102000000,city
0022G00103000000,city
0022E00243000000,city
0022F00117000000,city
0022F00119000000,city
0022F00124000000,city
0022L00098000000,city
0022L00101000000,city
0071L00286000000,city
0022F00056000000,city
0022F00059000000,city
0022F00061000000,city
0022F00062000000,city
0022K00064000000,city
0022K00065000000,city
0022K00397000000,city
0022G00085000000,city
0022G00086000000,city
0022G00091000000,city
0022K00094000000,city
0022A00164000000,city
0022B00293000000,city
0007B00223000000,city
0007B00225000000,city
0022C00043000000,city
0022E00343000000,city
0022F00284000000,city
0007C00134000000,city
0022G00020000000,city
0071G00168000000,city
0022C00090000000,city
0022C00094000000,city
0022G00047000000,city
0022G00048000000,city
0022G00049000000,city
0021S00006000000,city
0022G00052000000,city
0022G00053000000,city
0022B00272000000,city
0022B00275000000,city
0022B00025000000,city
0022B00026000000,city
0022F00283000000,city
0022K00023000000,city
0022C00074000000,city
0022C00083000000,city
0022F00029000B00,city
0022F00031000000,city
0022G00035000000,city
0022G00037000000,city
0022G00038000000,city
0022L00226000000,city
0022L00229000000,city
0022K00067000000,city
0022K00068000000,city
0007C00019000000,city
0022L00020000000,city
0071L00218000000,city
0022A00217000000,city
0022A00225000000,city
0022B00001000000,city
0022C00044000000,city
0022C00049000000,city
0071G00033000000,city
0022C00061000000,city
0022C00063000000,city
0022C00064000000,city
0022C00070000000,city
0071H00254000000,city
0022C00104000000,city
0022C00105000000,city
0022C00108000000,city
0020H00023000000,city
0020A00058000000,city
0020A00059000000,city
0020A00060000000,city
0020A00061000000,city
0020A00062000000,city
0020A00068000000,city
0020A00069000000,city
0020A00073000000,city
0020A00076000000,city
0020A00079000000,city
0020A00080000000,city
0020L00139000000,city
0020G00054000000,city
0020G00055000000,city
0020G00064000000,city
0021N00203000000,city
0021N00204000000,city
0021N00205000000,city
0021N00206000000,city
0021N00208000000,city
0021N00210000000,city
0021N00212000000,city
0021N00214000000,city
0021N00217000000,city
0036L00081000000,city
0020M00127000000,city
0020M00128000000,city
0021P00270000000,city
0021P00273000000,city
0020S00221000000,city
0020B00048000000,city
0020B00053000000,city
0020B00058000000,city
0020B00059000000,city
0020B00060000000,city
0020B00061000000,city
0020S00246000000,city
0020S00258000000,city
0020S00268000000,city
0021J00217000000,city
0021J00223000000,city
0020S00113000000,city
0020S00117000000,city
0020L00094000000,city
0020L00100000000,city
0020A00041000000,city
0020A00044000000,city
0020A00045000000,city
0020A00046000000,city
0020A00053000000,city
0020A00054000000,city
0020A00057000000,city
0020G00001000000,city
0021N00176000000,city
0020M00112000000,city
0020G00024000000,city
0021N00179000000,city
0021N00193000000,city
0021N00194000000,city
0021N00196000000,city
0021N00199000000,city
0021N00201000000,city
0021P00242000000,city
0020B00012000000,city
0020B00016000000,city
0020B00017000000,city
0020B00018000000,city
0020B00023000000,city
0020B00026000000,city
0020B00027000000,city
0020R00197000000,city
0020S00187000000,city
0020S00192000000,city
0020R00130000000,city
0020L00059000000,city
0020L00061000000,city
0020L00084000000,city
0020S00219000000,city
0021J00175000000,city
0021J00176000000,city
0020S00085000000,city
0020S00086000000,city
0020M00077000000,city
0020M00078000000,city
0020M00079000000,city
0021N00262000000,city
0021N00274000000,city
0021R00038000000,city
0021N00158000000,city
0021N00159000000,city
0021N00160000000,city
0021N00161000000,city
0020P00201000000,city
0021P00210000000,city
0021P00215000000,city
0021P00223000000,city
0020A00081000000,city
0020S00164000000,city
0020S00171000000,city
0020B00003000000,city
0020B00007000000,city
0020G00089000000,city
0020G00097000000,city
0020G00098000000,city
0021N00221000000,city
0021N00223000000,city
0021N00224000000,city
0021N00235000000,city
0021N00236000000,city
0021N00237000000,city
0020M00012000000,city
0020M00046000000,city
0020M00048000000,city
0020M00054000000,city
0020P00178000000,city
0020P00179000000,city
0036B00229000000,city
0020R00162000000,city
0021E00188000000,city
0021E00189000000,city
0020P00058000000,city
0020R00086000000,city
0020R00092000000,city
0021P00070000000,city
0021P00078000000,city
0020S00046000000,city
0035N00075000000,city
0035N00114000000,city
0020F00128000000,city
0020F00132000000,city
0021N00097000000,city
0021N00108000000,city
0020A00037000000,city
0021P00140000000,city
0021P00144000000,city
0021P00150000000,city
0021P00155000000,city
0021P00157000000,city
0021P00161000000,city
0021P00162000000,city
0021P00165000000,city
0021N00024000000,city
0021P00036000000,city
0021P00037000000,city
0021P00045000000,city
0021P00048000000,city
0021P00050000000,city
0021P00052000000,city
0021P00053000000,city
0020F00098000000,city
0020F00102000000,city
0020F00121000000,city
0021N00080000000,city
0021N00081000000,city
0021N00082000000,city
0021N00083000000,city
0021N00086000000,city
0021N00087000000,city
0021N00088000000,city
0021N00090000000,city
0021N00093000000,city
0021N00094000000,city
0021P00121000000,city
0021P00122000000,city
0021P00124000000,city
0021P00125000000,city
0021P00130000000,city
0021P00132000000,city
0021P00136000000,city
0021P00137000000,city
0021P00138000000,city
0020A00025000000,city
0020A00027000000,city
0020A00028000000,city
0020A00030000000,city
0020A00031000000,city
0020A00033000000,city
0020A00036000000,city
0020L00226000000,city
0020L00232000000,city
0020R00052000000,city
0035N00229000000,city
0035N00231000000,city
0035N00235000000,city
